,NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
933,934,CCCCOC(=O)[C@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,97.284,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
934,935,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,97.284,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
935,936,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,98.063,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
936,937,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,98.063,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
937,938,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,102.871,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
938,939,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,102.871,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
939,940,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,110.42,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
940,941,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,110.42,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
941,942,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,110.42,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
942,943,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,110.42,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
943,944,CC(C)=CCC[C@@H](C)CCO,10.212,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
944,945,CC(C)=CCC[C@H](C)CCO,10.212,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
945,946,C[C@@H](CC=O)CCCC(C)(C)O,11.713,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
946,947,C[C@H](CC=O)CCCC(C)(C)O,11.713,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
947,948,CCCC[C@H](CC)COC(=O)c1ccccc1O,26.683,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
948,949,CCCC[C@@H](CC)COC(=O)c1ccccc1O,26.683,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
949,950,CCCC[C@H](CC)COC(=O)c1ccc(N(C)C)cc1,64.208,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
950,951,CCCC[C@@H](CC)COC(=O)c1ccc(N(C)C)cc1,64.208,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
951,952,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,64.634,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
952,953,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,64.634,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
953,954,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,64.634,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
954,955,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,64.634,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
955,956,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,70.652,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
956,957,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,70.652,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
957,958,CCCC[C@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,67.94,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
958,959,CCCC[C@@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,67.94,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
959,960,CCCC[C@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,98.027,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
960,961,CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,98.027,Cyclodex_B,40.0,2.0,20.0,6.0,1.0,1.0,80.0,30.0,0,0.0,0.0,0,0,0
961,962,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,104.565,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
962,963,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,104.786,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
963,964,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,108.614,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
964,965,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,108.614,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
965,966,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,109.609,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
966,967,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,109.609,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
967,968,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,119.524,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
968,969,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,119.524,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
969,970,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,122.216,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
970,971,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,122.216,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
971,972,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,134.154,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
972,973,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,134.154,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
973,974,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,138.804,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
974,975,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,138.804,Cyclodex_B,40.0,2.0,2.0,100.0,38.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
975,976,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,51.686,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
976,977,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,51.84,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
977,978,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,55.684,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
978,979,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,55.684,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
979,980,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,56.556,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
980,981,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,56.556,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
981,982,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,66.179,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
982,983,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,66.179,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
983,984,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,68.702,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
984,985,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,68.702,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
985,986,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,80.205,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
986,987,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,80.205,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
987,988,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,84.666,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
988,989,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,84.666,Cyclodex_B,40.0,2.0,5.0,40.0,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
989,990,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,34.04,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
990,991,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,34.168,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
991,992,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,38.022,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
992,993,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,38.022,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
993,994,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,38.838,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
994,995,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,38.838,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
995,996,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,48.353,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
996,997,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,48.353,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
997,998,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,50.843,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
998,999,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,50.843,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
999,1000,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,62.151,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1000,1001,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,62.151,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1001,1002,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,66.595,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1002,1003,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,66.595,Cyclodex_B,40.0,2.0,10.0,20.0,111.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1003,1004,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,28.16,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1004,1005,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,28.277,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1005,1006,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,32.099,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1006,1007,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,32.099,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1007,1008,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,32.922,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1008,1009,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,32.922,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1009,1010,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,42.387,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1010,1011,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,42.387,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1011,1012,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,44.909,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1012,1013,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,44.909,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1013,1014,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,56.141,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1014,1015,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,56.141,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1015,1016,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,60.557,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1016,1017,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,60.557,Cyclodex_B,40.0,2.0,15.0,13.3,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1017,1018,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,25.221,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1018,1019,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,25.349,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1019,1020,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,29.16,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1020,1021,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,29.16,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1021,1022,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,29.978,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1022,1023,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,29.978,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1023,1024,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,39.424,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1024,1025,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,39.424,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1025,1026,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,41.934,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1026,1027,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,41.934,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1027,1028,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,53.101,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1028,1029,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,53.101,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1029,1030,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,57.474,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1030,1031,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,57.474,Cyclodex_B,40.0,2.0,20.0,10.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1031,1032,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,20.828,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1032,1033,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,20.953,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1033,1034,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,24.775,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1034,1035,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,24.775,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1035,1036,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,25.56,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1036,1037,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,25.56,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1037,1038,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,34.958,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1038,1039,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,34.958,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1039,1040,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,37.468,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1040,1041,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,37.468,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1041,1042,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,48.597,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1042,1043,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,48.597,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1043,1044,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,53.032,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1044,1045,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,53.032,Cyclodex_B,40.0,2.0,40.0,5.0,120.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
